"路径","所属模块","文件类型","审阅状态","审阅日期","审计检查点","主要入口或调用者","风险等级","结论","是否需要二次复核"
"01_core_hexin/services/commerce/src/modules/organization/01_public_gongkai/OrganizationCapabilities.ts","Commerce/organization","TypeScript源码","已深入审阅","2026-09-14","AU-091 Organization 层级读取","public capability","P2","[FACT][E-AU-091-002] 单一 layersRead capability","否"
"01_core_hexin/services/commerce/src/modules/organization/03_application_yingyong/OrganizationOperations.ts","Commerce/organization","TypeScript源码","已深入审阅","2026-09-14","AU-091 Organization 层级读取","access scope → unitclosure descendant","P1","[FACT][E-AU-091-001] scope 内层级投影、ID keyset、最大1000","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/services/commerce/src/modules/organization/05_interface_jieru/MallOrganizationProvisioningPort.ts","Commerce/organization","TypeScript源码","已深入审阅","2026-09-14","AU-093 Organization provisioning","CreateMall → organization/closure/sourcebinding","P1","[FACT][E-AU-093-001] advisory lock、parent/code 冲突检查和三表创建","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/services/commerce/src/modules/organization/05_interface_jieru/OrganizationModule.ts","Commerce/organization","TypeScript源码","已深入审阅","2026-09-14","AU-091 Organization 层级读取","Commerce module definition","P2","[FACT][E-AU-091-002] 定义零依赖 Organization module","否"
"01_core_hexin/services/commerce/src/modules/organization/05_interface_jieru/OrganizationPort.ts","Commerce/organization","TypeScript源码","已深入审阅","2026-09-14","AU-093 Organization provisioning","Identity registration/invitation；Channel distributor routes","P1","[FACT][E-AU-093-003] active kind lookup 与 distributor 创建/改名/停用","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/services/commerce/src/modules/organization/06_tests_ceshi/module.manifest.test.ts","Commerce/organization","测试源码","已深入审阅","2026-09-14","AU-091 Organization 层级读取","manifest static oracle","P2","[FACT][E-AU-091-004] 仅验证声明一致性；未执行（Vitest 未安装）","否"
"01_core_hexin/services/commerce/src/modules/organization/MallOrganizationProvisioningPort.ts","Commerce/organization","TypeScript源码","已深入审阅","2026-09-14","AU-093 Organization provisioning","public compatibility export","P3","[FACT][E-AU-093-004] 转发 mall provisioning port/types","否"
"01_core_hexin/services/commerce/src/modules/organization/OrganizationModule.ts","Commerce/organization","TypeScript源码","已深入审阅","2026-09-14","AU-091 Organization 层级读取","compatibility re-export","P3","[FACT][E-AU-091-002] interface module 兼容导出","否"
"01_core_hexin/services/commerce/src/modules/organization/OrganizationOperations.ts","Commerce/organization","TypeScript源码","已深入审阅","2026-09-14","AU-091 Organization 层级读取","compatibility re-export","P3","[FACT][E-AU-091-002] application operations 兼容导出","否"
"01_core_hexin/services/commerce/src/modules/organization/OrganizationPort.ts","Commerce/organization","TypeScript源码","已深入审阅","2026-09-14","AU-093 Organization provisioning","public compatibility export","P3","[FACT][E-AU-093-004] 转发 OrganizationPort","否"
"01_core_hexin/services/commerce/src/modules/organization/index.ts","Commerce/organization","TypeScript源码","已深入审阅","2026-09-14","AU-091 Organization 层级读取","public entry","P2","[FACT][E-AU-091-002] public identity/capability/module exports","否"
"01_core_hexin/services/commerce/src/modules/organization/module.manifest.ts","Commerce/organization","TypeScript源码","已深入审阅","2026-09-14","AU-091 Organization 层级读取","manifest registry","P2","[FACT][E-AU-091-002] 单一 operation/http 声明","否"
"01_core_hexin/services/commerce/src/modules/partner/01_public_gongkai/PartnerCapabilities.ts","Commerce/partner","TypeScript源码","已深入审阅","2026-09-14","CP-00 建档；CP-00A 证据语义；AU-153 Partner stores relationships","Commerce entry/bootstrap/module registry","未评级","[FACT] AU-153 深审：Partner、Store与供应关系链","否"
"01_core_hexin/services/commerce/src/modules/partner/01_public_gongkai/SupplierRelationshipPort.ts","Commerce/partner","TypeScript源码","已深入审阅","2026-09-14","CP-00 建档；CP-00A 证据语义；AU-153 Partner stores relationships","Commerce entry/bootstrap/module registry","未评级","[FACT] AU-153 深审：Partner、Store与供应关系链","否"
"01_core_hexin/services/commerce/src/modules/partner/03_application_yingyong/PartnerOperations.ts","Commerce/partner","TypeScript源码","已深入审阅","2026-09-14","CP-00 建档；CP-00A 证据语义；AU-153 Partner stores relationships","Commerce entry/bootstrap/module registry","未评级","[FACT] AU-153 深审：Partner、Store与供应关系链","否"
"01_core_hexin/services/commerce/src/modules/partner/05_interface_jieru/PartnerModule.ts","Commerce/partner","TypeScript源码","已深入审阅","2026-09-14","CP-00 建档；CP-00A 证据语义；AU-153 Partner stores relationships","Commerce entry/bootstrap/module registry","未评级","[FACT] AU-153 深审：Partner、Store与供应关系链","否"
"01_core_hexin/services/commerce/src/modules/partner/06_tests_ceshi/module.manifest.test.ts","Commerce/partner","测试源码","已深入审阅","2026-09-14","CP-00 建档；CP-00A 证据语义；AU-153 Partner stores relationships","Commerce entry/bootstrap/module registry","未评级","[FACT] AU-153 深审：Partner、Store与供应关系链","否"
"01_core_hexin/services/commerce/src/modules/partner/index.ts","Commerce/partner","TypeScript源码","已深入审阅","2026-09-14","CP-00 建档；CP-00A 证据语义；AU-153 Partner stores relationships","Commerce entry/bootstrap/module registry","未评级","[FACT] AU-153 深审：Partner、Store与供应关系链","否"
"01_core_hexin/services/commerce/src/modules/partner/module.manifest.ts","Commerce/partner","TypeScript源码","已深入审阅","2026-09-14","CP-00 建档；CP-00A 证据语义；AU-153 Partner stores relationships","Commerce entry/bootstrap/module registry","未评级","[FACT] AU-153 深审：Partner、Store与供应关系链","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/01_public_gongkai/PaymentCapabilities.ts","Commerce/payment_zhifu","TypeScript源码","已深入审阅","2026-09-14","AU-060 payment intent","PaymentModule/manifest","低","能力声明一致","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/01_public_gongkai/contracts_qiyue/PaymentContractModule.ts","Commerce/payment_zhifu","TypeScript源码","已深入审阅","2026-09-14","AU-060 payment intent","Payment intent/capture runtime","中","Payment intent/recovery contracts；webhook/refund/job 留 AU-061","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/01_public_gongkai/ports_jiekou/PaymentGateway.ts","Commerce/payment_zhifu","TypeScript源码","已深入审阅","2026-09-14","AU-060 payment intent","Payment intent/capture runtime","中","Provider/time contract；webhook/refund/job 留 AU-061","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/01_public_gongkai/ports_jiekou/PaymentPort.ts","Commerce/payment_zhifu","TypeScript源码","已深入审阅","2026-09-14","AU-060 payment intent","Payment intent/capture runtime","中","Intent/tender plan；webhook/refund/job 留 AU-061","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/02_domain_yewu/models_moxing/PaymentReference.ts","Commerce/payment_zhifu","TypeScript源码","已深入审阅","2026-09-14","AU-060 payment intent","Payment intent/capture runtime","中","Stable provider reference；webhook/refund/job 留 AU-061","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/02_domain_yewu/policies_guize/AllocationPolicy.ts","Commerce/payment_zhifu","TypeScript源码","已深入审阅","2026-09-14","AU-060 payment intent","Payment intent/capture runtime","中","Refund tender allocation；webhook/refund/job 留 AU-061","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/02_domain_yewu/policies_guize/PaymentLifecycle.ts","Commerce/payment_zhifu","TypeScript源码","已深入审阅","2026-09-14","AU-060 payment intent","Payment intent/capture runtime","中","Provider lifecycle；webhook/refund/job 留 AU-061","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/03_application_yingyong/queries_duqu/ReadPaymentIntent.ts","Commerce/payment_zhifu","TypeScript源码","已深入审阅","2026-09-14","AU-060 payment intent","Payment intent/capture runtime","中","Intent read state；webhook/refund/job 留 AU-061","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/03_application_yingyong/services_fuwu/ExternalPaymentIntentOperations.ts","Commerce/payment_zhifu","TypeScript源码","已深入审阅","2026-09-14","AU-060 payment intent","Payment intent/capture runtime","中","External prepay recovery；webhook/refund/job 留 AU-061","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/03_application_yingyong/services_fuwu/PaymentAllocation.ts","Commerce/payment_zhifu","TypeScript源码","已深入审阅","2026-09-14","AU-060 payment intent","Payment intent/capture runtime","中","Economic allocation；webhook/refund/job 留 AU-061","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/03_application_yingyong/services_fuwu/PaymentJobSupport.ts","Commerce/payment_zhifu","TypeScript源码","已深入审阅","2026-09-14","AU-061 payment webhook/refund/recovery","Payment webhook/refund/job runtime","中","Provider observation/evidence/job helpers；F-0148/F-0149 见审计记录","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/03_application_yingyong/services_fuwu/PaymentOperationSupport.ts","Commerce/payment_zhifu","TypeScript源码","已深入审阅","2026-09-14","AU-060 payment intent","Payment intent/capture runtime","中","Critical write helpers；webhook/refund/job 留 AU-061","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/03_application_yingyong/services_fuwu/PaymentSettlement.ts","Commerce/payment_zhifu","TypeScript源码","已深入审阅","2026-09-14","AU-060 payment intent","Payment intent/capture runtime","中","Payment events/time；webhook/refund/job 留 AU-061","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/03_application_yingyong/services_fuwu/PaymentSettlementCore.ts","Commerce/payment_zhifu","TypeScript源码","已深入审阅","2026-09-14","AU-060 payment intent","Payment intent/capture runtime","中","Atomic capture；webhook/refund/job 留 AU-061","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/03_application_yingyong/services_fuwu/RefundPlanner.ts","Commerce/payment_zhifu","TypeScript源码","已深入审阅","2026-09-14","AU-061 payment webhook/refund/recovery","Payment webhook/refund/job runtime","中","Refund tender and supplier allocation；F-0148/F-0149 见审计记录","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/03_application_yingyong/services_fuwu/RefundSettlement.ts","Commerce/payment_zhifu","TypeScript源码","已深入审阅","2026-09-14","AU-061 payment webhook/refund/recovery","Payment webhook/refund/job runtime","中","Refund settlement, internal restoration and outbox；F-0148/F-0149 见审计记录","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/04_adapters_shixian/persistence_cunchu/PaymentDeadletter.ts","Commerce/payment_zhifu","TypeScript源码","已深入审阅","2026-09-14","AU-061 payment webhook/refund/recovery","Payment webhook/refund/job runtime","中","Deadletter-to-recovery mapper；F-0148/F-0149 见审计记录","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/04_adapters_shixian/persistence_cunchu/PgPaymentIntentReader.ts","Commerce/payment_zhifu","TypeScript源码","已深入审阅","2026-09-14","AU-060 payment intent","Payment intent/capture runtime","中","Member/mall reader；webhook/refund/job 留 AU-061","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/04_adapters_shixian/providers_waibu/WechatGateway.ts","Commerce/payment_zhifu","TypeScript源码","已深入审阅","2026-09-14","AU-060 payment intent","Payment intent/capture runtime","中","Wechat adapter；webhook/refund/job 留 AU-061","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/05_interface_jieru/PaymentModule.ts","Commerce/payment_zhifu","TypeScript源码","已深入审阅","2026-09-14","AU-060 payment intent","Payment intent/capture runtime","中","Module entry；webhook/refund/job 留 AU-061","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/05_interface_jieru/http/PaymentIntentReadOperations.ts","Commerce/payment_zhifu","TypeScript源码","已深入审阅","2026-09-14","AU-060 payment intent","Payment intent/capture runtime","中","Read operation；webhook/refund/job 留 AU-061","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/05_interface_jieru/http/PaymentOperations.ts","Commerce/payment_zhifu","TypeScript源码","已深入审阅","2026-09-14","AU-061 payment webhook/refund/recovery","Payment webhook/refund/job runtime","中","Refund and controlled recovery operations；F-0148/F-0149 见审计记录","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/05_interface_jieru/http/PaymentWebhook.ts","Commerce/payment_zhifu","TypeScript源码","已深入审阅","2026-09-14","AU-061 payment webhook/refund/recovery","Payment webhook/refund/job runtime","中","Verified Wechat webhook/inbox job handoff；F-0148/F-0149 见审计记录","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/05_interface_jieru/jobs_renwu/PaymentJobs.ts","Commerce/payment_zhifu","TypeScript源码","已深入审阅","2026-09-14","AU-061 payment webhook/refund/recovery","Payment webhook/refund/job runtime","中","Provider query/refund/late-payment jobs；F-0148/F-0149 见审计记录","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/06_tests_ceshi/ExternalPaymentIntentOperations.test.ts","Commerce/payment_zhifu","测试源码","已深入审阅","2026-09-14","AU-060 payment intent","Payment intent/capture runtime","中","Prepay recovery tests；webhook/refund/job 留 AU-061","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/06_tests_ceshi/PaymentAllocation.test.ts","Commerce/payment_zhifu","测试源码","已深入审阅","2026-09-14","AU-060 payment intent","Payment intent/capture runtime","中","Allocation test；webhook/refund/job 留 AU-061","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/06_tests_ceshi/PaymentGateway.test.ts","Commerce/payment_zhifu","测试源码","已深入审阅","2026-09-14","AU-060 payment intent","Payment intent/capture runtime","中","Provider time test；webhook/refund/job 留 AU-061","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/06_tests_ceshi/PaymentJobs.test.ts","Commerce/payment_zhifu","测试源码","已深入审阅","2026-09-14","AU-061 payment webhook/refund/recovery","Payment webhook/refund/job runtime","中","Job provider-effect mock tests；F-0148/F-0149 见审计记录","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/06_tests_ceshi/PaymentLifecycle.test.ts","Commerce/payment_zhifu","测试源码","已深入审阅","2026-09-14","AU-060 payment intent","Payment intent/capture runtime","中","Lifecycle test；webhook/refund/job 留 AU-061","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/06_tests_ceshi/PaymentMallIdentity.test.ts","Commerce/payment_zhifu","测试源码","已深入审阅","2026-09-14","AU-060 payment intent","Payment intent/capture runtime","中","Mall identity test；webhook/refund/job 留 AU-061","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/06_tests_ceshi/PaymentWebhookDatabaseBoundary.test.ts","Commerce/payment_zhifu","测试源码","已深入审阅","2026-09-14","AU-061 payment webhook/refund/recovery","Payment webhook/refund/job runtime","中","Webhook static SQL boundary test；F-0148/F-0149 见审计记录","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/06_tests_ceshi/SettlementProviderTime.test.ts","Commerce/payment_zhifu","测试源码","已深入审阅","2026-09-14","AU-060 payment intent","Payment intent/capture runtime","中","Accounting time test；webhook/refund/job 留 AU-061","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/06_tests_ceshi/module.manifest.test.ts","Commerce/payment_zhifu","测试源码","已深入审阅","2026-09-14","AU-060 payment intent","Payment intent/capture runtime","中","Manifest test；webhook/refund/job 留 AU-061","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/06_tests_ceshi/queries_duqu/ReadPaymentIntent.test.ts","Commerce/payment_zhifu","测试源码","已深入审阅","2026-09-14","AU-060 payment intent","Payment intent/capture runtime","中","Read intent test；webhook/refund/job 留 AU-061","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/index.ts","Commerce/payment_zhifu","TypeScript源码","已深入审阅","2026-09-14","AU-060 payment intent","Payment intent/capture runtime","中","Public exports；webhook/refund/job 留 AU-061","否"
"01_core_hexin/services/commerce/src/modules/payment_zhifu/module.manifest.ts","Commerce/payment_zhifu","TypeScript源码","已深入审阅","2026-09-14","AU-060 payment intent","Payment intent/capture runtime","中","Manifest entry；webhook/refund/job 留 AU-061","否"
"01_core_hexin/services/commerce/src/modules/pricing/01_public_gongkai/PricingCapabilities.ts","Commerce/pricing","TypeScript源码","已深入审阅","2026-09-14","AU-081 capability/公开入口","pricing manifest/index","P1","[FACT] pricing.read/manage public capability；无独立实现","否"
"01_core_hexin/services/commerce/src/modules/pricing/03_application_yingyong/PricingOperations.ts","Commerce/pricing","TypeScript源码","已深入审阅","2026-09-14","AU-081 HTTP operation/价格规则；AU-082 独立复核","Commerce PricingModule；OperationController","P1","[FACT] offers/read 与 rule create/publish；F-0159/P1 已双轮确认","是（已完成）"
"01_core_hexin/services/commerce/src/modules/pricing/05_interface_jieru/PricingModule.ts","Commerce/pricing","TypeScript源码","已深入审阅","2026-09-14","AU-081 模块装配","app/modules BUSINESS_MODULES","P2","[FACT] defineModule pricing→catalog→pricingOperations","否"
"01_core_hexin/services/commerce/src/modules/pricing/05_interface_jieru/PricingPort.ts","Commerce/pricing","TypeScript源码","已深入审阅","2026-09-14","AU-081 port/写入与清理","Catalog、Checkout/Purchase、RuntimeJobs","P1","[FACT] pricebook/price/quote 持久化与过期清理","是（因 F-0159）"
"01_core_hexin/services/commerce/src/modules/pricing/06_tests_ceshi/module.manifest.test.ts","Commerce/pricing","测试源码","已深入审阅","2026-09-14","AU-081 manifest 测试","Vitest module manifest","P2","[FACT] 仅锁定静态 operation/入口；无报价/规则行为测试","否"
"01_core_hexin/services/commerce/src/modules/pricing/PricingModule.ts","Commerce/pricing","TypeScript源码","已深入审阅","2026-09-14","AU-081 兼容公开入口","Commerce app modules；Checkout legacy import","P2","[FACT] re-export module/port/operations","否"
"01_core_hexin/services/commerce/src/modules/pricing/PricingOperations.ts","Commerce/pricing","TypeScript源码","已深入审阅","2026-09-14","AU-081 兼容公开入口","index/legacy imports","P3","[FACT] application operations re-export","否"
"01_core_hexin/services/commerce/src/modules/pricing/PricingPort.ts","Commerce/pricing","TypeScript源码","已深入审阅","2026-09-14","AU-081 兼容公开入口","index/legacy imports","P3","[FACT] interface port re-export","否"
"01_core_hexin/services/commerce/src/modules/pricing/index.ts","Commerce/pricing","TypeScript源码","已深入审阅","2026-09-14","AU-081 package public entry","Catalog/RuntimeJobs/Purchase","P2","[FACT] public exports与manifest一致","否"
"01_core_hexin/services/commerce/src/modules/pricing/module.manifest.ts","Commerce/pricing","TypeScript源码","已深入审阅","2026-09-14","AU-081 manifest","module discovery/测试","P2","[FACT] declares catalog dependency、three HTTP operations","否"
"01_core_hexin/services/commerce/src/modules/provisioning/01_public_gongkai/HostedNodeProvisioningPort.ts","Commerce/provisioning","TypeScript源码","已深入审阅","2026-09-14","AU-145；CP-00A 证据语义","MallProvisioning API and provisioning domain application test","P2（F-0178 HTTP composition coverage）","[FACT][E-AU-145-001–006] provisioning runtime chain reviewed；见 F-0178","否（F-0178 后续专项复核）"
"01_core_hexin/services/commerce/src/modules/provisioning/01_public_gongkai/MallOwnerProvisioningPort.ts","Commerce/provisioning","TypeScript源码","已深入审阅","2026-09-14","AU-145；CP-00A 证据语义","MallProvisioning API and provisioning domain application test","P2（F-0178 HTTP composition coverage）","[FACT][E-AU-145-001–006] provisioning runtime chain reviewed；见 F-0178","否（F-0178 后续专项复核）"
"01_core_hexin/services/commerce/src/modules/provisioning/02_domain_yewu/model/DomainPurchaseLifecycle.ts","Commerce/provisioning","TypeScript源码","已深入审阅","2026-09-14","AU-145；CP-00A 证据语义","MallProvisioning API and provisioning domain application test","P2（F-0178 HTTP composition coverage）","[FACT][E-AU-145-001–006] provisioning runtime chain reviewed；见 F-0178","否（F-0178 后续专项复核）"
"01_core_hexin/services/commerce/src/modules/provisioning/02_domain_yewu/policy/DomainPurchasePolicy.ts","Commerce/provisioning","TypeScript源码","已深入审阅","2026-09-14","AU-145；CP-00A 证据语义","MallProvisioning API and provisioning domain application test","P2（F-0178 HTTP composition coverage）","[FACT][E-AU-145-001–006] provisioning runtime chain reviewed；见 F-0178","否（F-0178 后续专项复核）"
"01_core_hexin/services/commerce/src/modules/provisioning/03_application_yingyong/CloneCompanyTemplate.ts","Commerce/provisioning","TypeScript源码","已深入审阅","2026-09-14","AU-145；CP-00A 证据语义","MallProvisioning API and provisioning domain application test","P2（F-0178 HTTP composition coverage）","[FACT][E-AU-145-001–006] provisioning runtime chain reviewed；见 F-0178","否（F-0178 后续专项复核）"
"01_core_hexin/services/commerce/src/modules/provisioning/03_application_yingyong/CompanyTemplateCloneWorkflow.ts","Commerce/provisioning","TypeScript源码","已深入审阅","2026-09-14","AU-145；CP-00A 证据语义","MallProvisioning API and provisioning domain application test","P2（F-0178 HTTP composition coverage）","[FACT][E-AU-145-001–006] provisioning runtime chain reviewed；见 F-0178","否（F-0178 后续专项复核）"
"01_core_hexin/services/commerce/src/modules/provisioning/03_application_yingyong/CreateMall.ts","Commerce/provisioning","TypeScript源码","已深入审阅","2026-09-13","CP-00 建档；CP-00A 证据语义；AU-003；CP-03 Canonical 进程入口总图","Canonical API/Jobs/Ready/Migration 入口、构建、systemd 与 release 调用者","P2（F-0011）","[FACT] AU-003 深审：Mall 生产调用链成立，但 CreateMall 的 affected-target 映射遗漏正式宿主","否（当前 P2）"
"01_core_hexin/services/commerce/src/modules/provisioning/03_application_yingyong/ProvisioningOperations.ts","Commerce/provisioning","TypeScript源码","已深入审阅","2026-09-13","CP-00 建档；CP-00A 证据语义；AU-003；CP-03 Canonical 进程入口总图","Canonical API/Jobs/Ready/Migration 入口、构建、systemd 与 release 调用者","P2（F-0011）","[FACT] AU-003 深审：Mall 生产调用链成立，但 CreateMall 的 affected-target 映射遗漏正式宿主","否（当前 P2）"
"01_core_hexin/services/commerce/src/modules/provisioning/05_interface_jieru/MallProvisioningModule.ts","Commerce/provisioning","TypeScript源码","已深入审阅","2026-09-13","CP-00 建档；CP-00A 证据语义；AU-003；CP-03 Canonical 进程入口总图","Canonical API/Jobs/Ready/Migration 入口、构建、systemd 与 release 调用者","P2（F-0011）","[FACT] AU-003 深审：Mall 生产调用链成立，但 CreateMall 的 affected-target 映射遗漏正式宿主","否（当前 P2）"
"01_core_hexin/services/commerce/src/modules/provisioning/05_interface_jieru/ProvisioningModule.ts","Commerce/provisioning","TypeScript源码","已深入审阅","2026-09-14","AU-145；CP-00A 证据语义","MallProvisioning API and provisioning domain application test","P2（F-0178 HTTP composition coverage）","[FACT][E-AU-145-001–006] provisioning runtime chain reviewed；见 F-0178","否（F-0178 后续专项复核）"
"01_core_hexin/services/commerce/src/modules/provisioning/06_tests_ceshi/application/CloneCompanyTemplate.test.ts","Commerce/provisioning","测试源码","已深入审阅","2026-09-14","AU-145；CP-00A 证据语义","MallProvisioning API and provisioning domain application test","P2（F-0178 HTTP composition coverage）","[FACT][E-AU-145-001–006] provisioning runtime chain reviewed；见 F-0178","否（F-0178 后续专项复核）"
"01_core_hexin/services/commerce/src/modules/provisioning/06_tests_ceshi/application/CompanyTemplateCloneWorkflow.test.ts","Commerce/provisioning","测试源码","已深入审阅","2026-09-14","AU-145；CP-00A 证据语义","MallProvisioning API and provisioning domain application test","P2（F-0178 HTTP composition coverage）","[FACT][E-AU-145-001–006] provisioning runtime chain reviewed；见 F-0178","否（F-0178 后续专项复核）"
"01_core_hexin/services/commerce/src/modules/provisioning/06_tests_ceshi/application/CreateMall.test.ts","Commerce/provisioning","测试源码","已深入审阅","2026-09-14","AU-145；CP-00A 证据语义","MallProvisioning API and provisioning domain application test","P2（F-0178 HTTP composition coverage）","[FACT][E-AU-145-001–006] provisioning runtime chain reviewed；见 F-0178","否（F-0178 后续专项复核）"
"01_core_hexin/services/commerce/src/modules/provisioning/06_tests_ceshi/application/HostedNodeProvisioningPort.test.ts","Commerce/provisioning","测试源码","已深入审阅","2026-09-14","AU-145；CP-00A 证据语义","MallProvisioning API and provisioning domain application test","P2（F-0178 HTTP composition coverage）","[FACT][E-AU-145-001–006] provisioning runtime chain reviewed；见 F-0178","否（F-0178 后续专项复核）"
"01_core_hexin/services/commerce/src/modules/provisioning/06_tests_ceshi/model/DomainPurchaseLifecycle.test.ts","Commerce/provisioning","测试源码","已深入审阅","2026-09-14","AU-145；CP-00A 证据语义","MallProvisioning API and provisioning domain application test","P2（F-0178 HTTP composition coverage）","[FACT][E-AU-145-001–006] provisioning runtime chain reviewed；见 F-0178","否（F-0178 后续专项复核）"
"01_core_hexin/services/commerce/src/modules/provisioning/06_tests_ceshi/module.manifest.test.ts","Commerce/provisioning","测试源码","已深入审阅","2026-09-14","AU-145；CP-00A 证据语义","MallProvisioning API and provisioning domain application test","P2（F-0178 HTTP composition coverage）","[FACT][E-AU-145-001–006] provisioning runtime chain reviewed；见 F-0178","否（F-0178 后续专项复核）"
"01_core_hexin/services/commerce/src/modules/provisioning/06_tests_ceshi/policy/DomainPurchasePolicy.test.ts","Commerce/provisioning","测试源码","已深入审阅","2026-09-14","AU-145；CP-00A 证据语义","MallProvisioning API and provisioning domain application test","P2（F-0178 HTTP composition coverage）","[FACT][E-AU-145-001–006] provisioning runtime chain reviewed；见 F-0178","否（F-0178 后续专项复核）"
"01_core_hexin/services/commerce/src/modules/provisioning/HostedNodeProvisioningPort.ts","Commerce/provisioning","TypeScript源码","已深入审阅","2026-09-14","AU-146；CP-00A 证据语义","Provisioning compatibility public legacy export","G0","[FACT][E-AU-146-001–003] compatibility and public export reviewed retained","否"
"01_core_hexin/services/commerce/src/modules/provisioning/MallOwnerProvisioningPort.ts","Commerce/provisioning","TypeScript源码","已深入审阅","2026-09-14","AU-146；CP-00A 证据语义","Provisioning compatibility public legacy export","G0","[FACT][E-AU-146-001–003] compatibility and public export reviewed retained","否"
"01_core_hexin/services/commerce/src/modules/provisioning/MallProvisioningModule.ts","Commerce/provisioning","TypeScript源码","已深入审阅","2026-09-14","AU-146；CP-00A 证据语义","Provisioning compatibility public legacy export","G0","[FACT][E-AU-146-001–003] compatibility and public export reviewed retained","否"
"01_core_hexin/services/commerce/src/modules/provisioning/ProvisioningModule.ts","Commerce/provisioning","TypeScript源码","已深入审阅","2026-09-14","AU-146；CP-00A 证据语义","Provisioning compatibility public legacy export","G0","[FACT][E-AU-146-001–003] compatibility and public export reviewed retained","否"
"01_core_hexin/services/commerce/src/modules/provisioning/ProvisioningOperations.ts","Commerce/provisioning","TypeScript源码","已深入审阅","2026-09-14","AU-146；CP-00A 证据语义","Provisioning compatibility public legacy export","G0","[FACT][E-AU-146-001–003] compatibility and public export reviewed retained","否"
"01_core_hexin/services/commerce/src/modules/provisioning/application/CreateMall.ts","Commerce/provisioning","TypeScript源码","已深入审阅","2026-09-14","AU-146；CP-00A 证据语义","Provisioning compatibility public legacy export","G0","[FACT][E-AU-146-001–003] compatibility and public export reviewed retained","否"
"01_core_hexin/services/commerce/src/modules/provisioning/domain/model/DomainPurchaseLifecycle.ts","Commerce/provisioning","TypeScript源码","已深入审阅","2026-09-14","AU-146；CP-00A 证据语义","Provisioning compatibility public legacy export","G0","[FACT][E-AU-146-001–003] compatibility and public export reviewed retained","否"
"01_core_hexin/services/commerce/src/modules/provisioning/domain/policy/DomainPurchasePolicy.ts","Commerce/provisioning","TypeScript源码","已深入审阅","2026-09-14","AU-146；CP-00A 证据语义","Provisioning compatibility public legacy export","G0","[FACT][E-AU-146-001–003] compatibility and public export reviewed retained","否"
"01_core_hexin/services/commerce/src/modules/provisioning/index.ts","Commerce/provisioning","TypeScript源码","已深入审阅","2026-09-14","AU-146；CP-00A 证据语义","Provisioning compatibility public legacy export","G0","[FACT][E-AU-146-001–003] compatibility and public export reviewed retained","否"
"01_core_hexin/services/commerce/src/modules/provisioning/module.manifest.ts","Commerce/provisioning","TypeScript源码","已深入审阅","2026-09-14","AU-145；CP-00A 证据语义","MallProvisioning API and provisioning domain application test","P2（F-0178 HTTP composition coverage）","[FACT][E-AU-145-001–006] provisioning runtime chain reviewed；见 F-0178","否（F-0178 后续专项复核）"
